id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
34968153,256485515,Brooklyn,Fort Hamilton,40.61822,-74.03538,Private room,1,1,1.0,1,322,55
31801375,238321827,Brooklyn,East Flatbush,40.65057,-73.92383000000001,Private room,1,51,9.56,1,341,37
14452731,8616291,Manhattan,Harlem,40.82112,-73.95111999999999,Private room,5,80,2.26,2,0,69
29081056,48954003,Bronx,Olinville,40.88453,-73.86273,Private room,2,20,2.2,1,188,80
2590590,727585,Brooklyn,Bedford-Stuyvesant,40.6883,-73.95644,Entire home/apt,3,227,3.61,1,173,92
30584271,229421782,Brooklyn,East Flatbush,40.64743,-73.94355999999999,Private room,3,3,0.43,2,58,43
28756175,27186438,Brooklyn,East Flatbush,40.65345,-73.94881,Private room,6,2,0.22,1,311,43
11236273,219970,Brooklyn,Crown Heights,40.67648,-73.9634,Private room,1,19,0.53,2,0,36
11724873,62359474,Manhattan,Hell's Kitchen,40.75926,-73.99304000000001,Entire home/apt,2,104,2.63,1,5,125
36237529,272557707,Staten Island,Rosebank,40.6075,-74.07979,Private room,1,1,1.0,1,179,65
819956,9269794,Brooklyn,Bedford-Stuyvesant,40.68615,-73.93095,Private room,2,38,0.51,1,365,75
21185183,30283594,Manhattan,Chelsea,40.75121,-73.99812,Entire home/apt,30,1,0.05,121,282,169
5049823,22927481,Manhattan,Midtown,40.7655,-73.98018,Private room,3,1,0.02,3,0,500
35269083,44321906,Brooklyn,Bedford-Stuyvesant,40.69174,-73.93094,Entire home/apt,4,1,1.0,1,10,120
14485877,39158104,Brooklyn,Canarsie,40.64562,-73.90961,Private room,1,10,0.29,1,162,75
9795890,23372553,Manhattan,Tribeca,40.71561,-74.00641999999999,Private room,1,1,0.02,1,0,75
33140984,128369561,Brooklyn,Bushwick,40.695440000000005,-73.91011999999999,Private room,1,7,2.04,1,130,46
30186632,2823246,Brooklyn,Bedford-Stuyvesant,40.68377,-73.95804,Entire home/apt,4,1,0.13,1,0,70
35042474,263742622,Queens,Flushing,40.76377,-73.82692,Private room,1,6,5.45,1,74,50
28919308,145331404,Manhattan,Chelsea,40.74542,-74.00133000000001,Entire home/apt,5,21,2.42,1,17,195
33428552,219738858,Manhattan,Lower East Side,40.7204,-73.98371,Entire home/apt,30,5,1.76,5,193,180
6476242,33833944,Manhattan,Midtown,40.76015,-73.96378,Entire home/apt,5,25,0.51,1,0,247
17495862,90215210,Brooklyn,Crown Heights,40.67167,-73.93088,Private room,4,37,1.29,1,84,45
28154635,212661859,Manhattan,Upper West Side,40.78333,-73.98089,Entire home/apt,4,6,0.58,1,0,199
11334160,41616878,Brooklyn,Bushwick,40.69033,-73.9083,Private room,30,12,0.31,4,326,50
7712750,40516440,Brooklyn,Sheepshead Bay,40.58851,-73.9558,Private room,4,52,1.09,1,341,45
28658564,196211856,Manhattan,Upper West Side,40.77771,-73.98023,Entire home/apt,5,4,0.53,1,0,145
3946239,20449694,Brooklyn,Clinton Hill,40.68646,-73.95975,Entire home/apt,2,11,0.42,1,0,150
8334574,5283853,Manhattan,East Village,40.72972,-73.9875,Private room,2,35,0.78,2,28,140
21762711,158554204,Brooklyn,Bedford-Stuyvesant,40.67917,-73.93103,Entire home/apt,1,7,0.42,1,303,700
24387440,184065290,Manhattan,Midtown,40.75418,-73.9664,Entire home/apt,30,16,1.08,1,3,180
21839021,131476075,Brooklyn,Bushwick,40.68637,-73.91159,Private room,2,19,1.03,8,177,53
25619146,31829334,Brooklyn,Clinton Hill,40.68339,-73.9645,Entire home/apt,30,3,0.25,2,40,99
3200728,727114,Brooklyn,Flatbush,40.64677,-73.96946,Private room,10,11,0.19,1,0,54
29209379,214611101,Brooklyn,Kensington,40.638000000000005,-73.97652,Private room,30,1,0.14,4,130,50
9754751,19067539,Queens,Kew Gardens,40.70344,-73.83435,Entire home/apt,1,2,0.09,1,0,100
4550602,23533897,Brooklyn,Crown Heights,40.6759,-73.95274,Private room,1,77,1.4,7,340,75
29406821,22050715,Queens,Astoria,40.75718,-73.92763000000001,Private room,2,5,0.61,1,354,90
12129960,4128829,Brooklyn,Bushwick,40.69055,-73.92071,Entire home/apt,1,48,1.22,2,36,75
33829141,238321374,Manhattan,Upper West Side,40.79834,-73.96117,Private room,30,1,0.79,32,335,60
14370793,20309640,Brooklyn,Prospect-Lefferts Gardens,40.66216,-73.94299000000001,Private room,1,1,0.03,1,87,125
21737389,49750805,Manhattan,East Harlem,40.7967,-73.94913000000001,Private room,3,2,0.11,2,0,75
19269531,4297109,Manhattan,Midtown,40.75334,-73.97278,Entire home/apt,2,5,0.2,1,0,195
14881637,15310997,Manhattan,Midtown,40.76505,-73.97856999999999,Entire home/apt,30,3,0.09,9,0,125
12064423,13406868,Brooklyn,Bedford-Stuyvesant,40.68464,-73.95002,Private room,4,1,0.03,1,0,45
1444400,7755092,Manhattan,Hell's Kitchen,40.76391,-73.99225,Private room,1,196,5.4,1,71,112
3522539,515946,Manhattan,East Village,40.73041,-73.9896,Entire home/apt,4,45,0.75,1,87,159
6887755,21426910,Brooklyn,Gravesend,40.59627,-73.97287,Entire home/apt,2,224,4.7,2,73,109
13997415,83610543,Brooklyn,Bushwick,40.699740000000006,-73.9338,Entire home/apt,2,169,4.77,1,26,185
24556756,185524223,Brooklyn,Kensington,40.64196,-73.97466999999999,Private room,1,95,6.97,2,261,62
3802218,19533769,Bronx,Mott Haven,40.80772,-73.91790999999999,Private room,1,321,5.46,1,44,53
18235200,62466309,Queens,East Elmhurst,40.76518,-73.89182,Private room,2,1,0.14,1,34,50
10681362,5075354,Brooklyn,Crown Heights,40.67755,-73.95108,Entire home/apt,4,8,0.19,1,0,100
10070693,51651427,Manhattan,Upper East Side,40.7612,-73.96254,Entire home/apt,16,8,0.2,1,0,95
13102409,2233249,Manhattan,Financial District,40.70931,-74.00959,Entire home/apt,6,5,0.13,1,0,110
19459965,30237517,Queens,Forest Hills,40.73437,-73.8502,Entire home/apt,3,9,0.39,6,0,278
9713116,50144878,Brooklyn,Bedford-Stuyvesant,40.68362,-73.94646,Entire home/apt,7,1,0.03,1,0,50
15709537,10773304,Manhattan,Lower East Side,40.71983,-73.98196,Entire home/apt,3,90,3.17,1,147,160
15769652,101976032,Manhattan,Chelsea,40.74407,-73.99365999999999,Entire home/apt,4,69,2.13,1,280,499
22087812,161352782,Staten Island,Clifton,40.61603,-74.08666,Entire home/apt,1,70,8.43,1,300,65
17423245,16145840,Manhattan,East Harlem,40.798770000000005,-73.93964,Private room,3,21,1.14,2,9,105
36139954,271393608,Manhattan,Hell's Kitchen,40.76802,-73.98721,Shared room,1,1,1.0,6,24,69
16984336,23297219,Brooklyn,Williamsburg,40.71819,-73.96531999999999,Entire home/apt,4,16,0.54,2,86,99
30262760,201015598,Brooklyn,Bedford-Stuyvesant,40.67797,-73.90924,Shared room,1,11,1.51,17,89,35
23252588,2536555,Brooklyn,Red Hook,40.67914,-74.0063,Entire home/apt,3,1,0.16,1,0,125
4606017,23867361,Manhattan,Upper West Side,40.792840000000005,-73.97675,Entire home/apt,12,20,0.37,1,193,129
9201458,13794250,Manhattan,Upper West Side,40.78107,-73.97816999999999,Private room,5,1,0.02,1,0,75
27936839,1472433,Brooklyn,Williamsburg,40.70698,-73.94295,Private room,1,3,0.28,2,173,110
21748242,33211768,Manhattan,Nolita,40.72364,-73.99577,Entire home/apt,1,1,0.05,1,0,200
20284463,42154911,Manhattan,Harlem,40.83082,-73.94677,Private room,4,2,0.11,2,13,60
33717623,254165437,Manhattan,Tribeca,40.71492,-74.01154,Entire home/apt,4,3,1.11,1,365,355
32127699,241035874,Brooklyn,Williamsburg,40.71045,-73.93826,Private room,2,16,4.14,1,355,60
19673318,138526119,Queens,Rockaway Beach,40.58573,-73.8137,Entire home/apt,2,11,0.46,1,117,142
33230211,140830391,Manhattan,Inwood,40.863240000000005,-73.92681999999999,Private room,1,4,1.58,9,315,100
2063587,9864136,Manhattan,Kips Bay,40.74282,-73.9803,Private room,30,42,0.67,26,345,75
26964456,104311294,Queens,Corona,40.73933,-73.84851,Entire home/apt,2,2,0.18,1,0,100
21935569,43352661,Manhattan,Washington Heights,40.84344,-73.93921999999999,Private room,1,21,1.1,3,291,20
17979764,84497333,Manhattan,SoHo,40.72237,-73.99817,Private room,5,2,0.07,1,0,10
842176,3330412,Brooklyn,Williamsburg,40.71541,-73.94464,Private room,4,80,1.08,1,245,80
21027809,9138141,Brooklyn,Prospect-Lefferts Gardens,40.65894,-73.95262,Entire home/apt,1,85,8.95,1,125,100
27572832,167775339,Queens,Woodside,40.7488,-73.90361999999999,Private room,1,12,1.28,1,0,86
14028018,51501835,Manhattan,Hell's Kitchen,40.763000000000005,-73.99452,Entire home/apt,30,6,0.19,31,322,120
4397455,5912357,Brooklyn,Canarsie,40.63269,-73.90358,Entire home/apt,4,60,1.12,1,247,85
12561681,68094795,Manhattan,Upper East Side,40.76532,-73.9615,Entire home/apt,4,55,1.47,2,237,399
17437772,200243,Manhattan,Harlem,40.8255,-73.9435,Private room,1,8,0.28,2,293,55
6660373,25812962,Manhattan,East Harlem,40.79131,-73.94344,Private room,1,62,1.35,3,257,40
16604112,109527682,Queens,Jamaica,40.71107,-73.78429,Private room,1,10,0.54,1,175,72
31773898,236445157,Manhattan,SoHo,40.7276,-74.00275,Private room,180,1,0.25,3,342,80
2086647,10653693,Manhattan,Chinatown,40.71651,-73.99053,Entire home/apt,3,2,0.03,1,0,169
35823101,269470349,Brooklyn,Bushwick,40.70146,-73.91932,Entire home/apt,2,3,3.0,1,163,75
4891616,25168328,Manhattan,Harlem,40.823890000000006,-73.94033,Entire home/apt,1,1,0.02,1,0,70
9128491,47549695,Brooklyn,Crown Heights,40.67846,-73.96242,Private room,4,2,0.05,1,0,60
27735126,209386156,Manhattan,East Harlem,40.80033,-73.94201,Shared room,2,60,5.54,9,109,49
7383380,4907734,Brooklyn,Williamsburg,40.70068,-73.94103,Private room,3,14,0.35,1,0,45
34199783,9583320,Brooklyn,Greenpoint,40.72336,-73.94651999999999,Entire home/apt,7,1,1.0,1,0,150
357509,684129,Manhattan,Midtown,40.75407,-73.96713000000001,Entire home/apt,7,27,0.31,1,192,110
30948183,4333342,Manhattan,East Village,40.72712,-73.97803,Private room,1,15,2.88,2,0,75
19751205,55148803,Brooklyn,Williamsburg,40.71581,-73.95423000000001,Entire home/apt,2,40,1.66,1,200,146
29686857,223422291,Queens,Ridgewood,40.70242,-73.90403,Entire home/apt,3,15,1.88,1,10,115
28368870,37252076,Queens,Jackson Heights,40.75378,-73.8862,Private room,3,3,0.35,2,132,45
29884872,224735872,Queens,Long Island City,40.75406,-73.92095,Shared room,3,1,0.13,1,178,40
22376903,163625251,Brooklyn,Sunset Park,40.64339,-74.02190999999999,Entire home/apt,3,34,1.85,1,156,109
6291454,20565470,Brooklyn,Williamsburg,40.71859,-73.95598000000001,Entire home/apt,3,2,0.04,1,0,140
7798327,41046343,Manhattan,Lower East Side,40.72235,-73.98769,Private room,1,1,0.02,1,0,75
13466561,6980995,Manhattan,Two Bridges,40.71159,-73.99884,Private room,1,3,0.09,5,0,119
23290010,1539109,Brooklyn,Williamsburg,40.71225,-73.95756999999999,Private room,28,5,0.53,1,258,68
13770780,38404959,Queens,Ditmars Steinway,40.77697,-73.9082,Private room,2,10,0.38,2,364,60
16233577,101499766,Queens,Springfield Gardens,40.68203,-73.75437,Private room,1,305,9.83,2,341,60
15818624,18192430,Brooklyn,Fort Greene,40.6967,-73.97476999999999,Private room,1,53,2.15,1,0,80
25397054,878445,Manhattan,Harlem,40.82999,-73.94174,Private room,2,2,0.15,1,341,100
22031905,9018136,Brooklyn,Bushwick,40.69699,-73.91530999999999,Private room,2,8,0.43,1,0,60
27650624,103865219,Brooklyn,Bedford-Stuyvesant,40.67973,-73.92591999999999,Entire home/apt,1,2,1.58,1,127,350
23702356,177562935,Manhattan,Harlem,40.812740000000005,-73.9455,Private room,1,3,0.3,2,57,147
8152675,34920172,Manhattan,East Village,40.72995,-73.98135,Entire home/apt,1,101,2.19,1,247,200
32517517,204704622,Queens,Elmhurst,40.74063,-73.87732,Private room,29,1,1.0,7,34,33
10138784,52031360,Queens,Jackson Heights,40.74953,-73.88025,Private room,3,137,3.21,1,286,46
25188064,11501956,Brooklyn,Bedford-Stuyvesant,40.68273,-73.91651,Entire home/apt,3,28,2.04,1,316,150
26813610,19303369,Queens,Woodside,40.74323,-73.90471,Private room,37,1,0.15,37,39,33
29876453,124867390,Bronx,Spuyten Duyvil,40.88071,-73.92074000000001,Private room,3,8,1.11,1,326,60
34284409,219517861,Manhattan,Financial District,40.70825,-74.00482,Entire home/apt,29,1,0.88,327,358,100
23668732,177174475,Manhattan,Midtown,40.74677,-73.98698,Entire home/apt,1,6,0.4,17,246,120
13915699,1279152,Brooklyn,Midwood,40.62803,-73.9675,Entire home/apt,3,6,0.17,1,0,75
28609762,135150441,Brooklyn,Bedford-Stuyvesant,40.68987,-73.94484,Private room,4,1,0.15,1,325,80
8648134,15954226,Brooklyn,Bedford-Stuyvesant,40.68222,-73.95284000000001,Entire home/apt,7,2,0.04,1,0,130
34759503,252356839,Manhattan,Harlem,40.82802,-73.94481999999999,Private room,2,2,1.36,2,2,65
9894602,10456845,Queens,Astoria,40.75764,-73.92283,Private room,1,2,0.05,2,0,65
23251417,173047765,Queens,Ditmars Steinway,40.77202,-73.91292,Private room,2,26,2.49,1,112,60
14028597,42106344,Brooklyn,Williamsburg,40.71723,-73.96703000000001,Entire home/apt,5,8,0.26,1,175,360
9273161,48161896,Manhattan,SoHo,40.72356,-74.00471999999999,Entire home/apt,5,2,0.08,1,0,78
3540722,17820464,Manhattan,East Village,40.724540000000005,-73.97836,Entire home/apt,1,358,5.96,1,3,145
14274809,7118541,Manhattan,East Village,40.727140000000006,-73.98668,Entire home/apt,3,74,2.19,1,348,316
17944802,1883931,Manhattan,Murray Hill,40.74391,-73.97151,Entire home/apt,3,15,0.55,1,0,350
31929849,7958766,Brooklyn,Bath Beach,40.59988,-74.00415,Entire home/apt,2,17,3.78,1,20,99
26514725,8456000,Brooklyn,Navy Yard,40.69793,-73.96989,Private room,1,11,1.1,2,90,175
33994927,256680416,Manhattan,Murray Hill,40.74818,-73.98246999999999,Entire home/apt,2,7,3.18,1,16,299
13452474,16809858,Manhattan,Hell's Kitchen,40.76733,-73.98607,Entire home/apt,10,6,0.17,1,280,169
15342701,97825348,Queens,Arverne,40.59065,-73.79563,Entire home/apt,2,20,0.61,1,76,150
34607651,173311396,Manhattan,East Harlem,40.80013,-73.93741999999999,Entire home/apt,1,5,2.88,1,21,150
4430808,23002099,Queens,Jamaica Estates,40.71873,-73.80324,Entire home/apt,2,192,3.47,1,234,64
9775146,50396427,Brooklyn,Prospect Heights,40.67702,-73.96445,Entire home/apt,28,12,0.31,1,256,128
33870501,38257294,Brooklyn,Greenpoint,40.72599,-73.95498,Private room,1,8,5.45,1,123,185
16424642,3619937,Brooklyn,Bushwick,40.69935,-73.92642,Private room,7,7,0.24,2,0,41
22410359,12233355,Brooklyn,Greenpoint,40.7233,-73.94065,Private room,2,5,0.27,2,0,80
6242600,32406934,Brooklyn,Bedford-Stuyvesant,40.67986,-73.94259,Private room,2,9,0.36,1,364,180
5615835,29106164,Manhattan,East Village,40.72805,-73.98415,Private room,3,32,1.39,1,72,75
8170917,41466973,Manhattan,Hell's Kitchen,40.75849,-73.9907,Entire home/apt,2,1,0.02,1,161,200
5133942,7088204,Brooklyn,Crown Heights,40.67131,-73.94979000000001,Entire home/apt,5,8,0.36,1,118,150
21633621,1679545,Manhattan,Harlem,40.81272,-73.9517,Entire home/apt,7,5,0.28,1,8,111
1442495,5908577,Brooklyn,Crown Heights,40.67427,-73.95042,Entire home/apt,2,16,0.24,2,41,300
747605,3665794,Manhattan,East Village,40.72699,-73.97969,Entire home/apt,4,213,2.62,1,277,179
21153619,35927005,Manhattan,Lower East Side,40.71426,-73.98873,Private room,2,30,1.43,10,344,85
6450252,640117,Brooklyn,Williamsburg,40.71339,-73.95546,Private room,4,7,0.14,5,0,88
1965103,10150931,Manhattan,East Village,40.72811,-73.98663,Entire home/apt,2,7,0.11,1,312,170
1970697,3388950,Brooklyn,Bedford-Stuyvesant,40.69484,-73.9342,Private room,5,62,1.05,6,140,72
3003127,11998560,Brooklyn,Crown Heights,40.67401,-73.92833,Private room,1,6,0.11,2,41,66
19922819,10642725,Brooklyn,Bedford-Stuyvesant,40.69425,-73.93325,Private room,2,1,0.05,1,0,35
7854307,31304940,Brooklyn,Williamsburg,40.71692,-73.96353,Private room,2,97,2.07,8,83,60
765203,2276842,Brooklyn,Williamsburg,40.70745,-73.94306999999999,Shared room,3,19,0.44,2,88,52
4514042,3709510,Brooklyn,Bushwick,40.69213,-73.92371,Private room,1,4,0.34,3,342,80
20231901,654586,Manhattan,Greenwich Village,40.72982,-74.00034000000001,Entire home/apt,2,25,1.78,1,64,175
13564490,34911780,Manhattan,Inwood,40.86076,-73.92781,Entire home/apt,4,41,1.11,2,100,100
24799437,58953152,Brooklyn,Bushwick,40.70065,-73.91135,Private room,1,29,2.03,2,0,49
13503536,77076962,Brooklyn,Bushwick,40.70286,-73.92271,Private room,2,6,0.16,1,0,50
28136160,17101801,Manhattan,Hell's Kitchen,40.75819,-73.99347,Entire home/apt,29,3,0.37,1,287,150
15721685,39668851,Brooklyn,Bedford-Stuyvesant,40.68338,-73.95075,Entire home/apt,5,11,0.44,1,298,100
13830463,20549983,Manhattan,East Village,40.72712,-73.98705,Entire home/apt,3,18,0.5,1,20,100
14783267,950826,Brooklyn,Park Slope,40.66961,-73.97991,Entire home/apt,30,17,0.5,1,0,170
9217460,19648898,Manhattan,Harlem,40.80542,-73.9455,Entire home/apt,3,1,0.03,1,0,90
29180542,219879114,Manhattan,Harlem,40.81182,-73.94331,Entire home/apt,2,26,3.05,1,343,159
925075,4938485,Manhattan,Hell's Kitchen,40.75893,-73.99014,Entire home/apt,3,25,0.33,1,157,140
28859846,8857758,Queens,Maspeth,40.72972,-73.89916,Entire home/apt,5,1,1.0,2,160,109
28461528,58234433,Queens,Sunnyside,40.7359,-73.9187,Entire home/apt,1,15,1.71,8,267,260
7462019,39085295,Brooklyn,Flatbush,40.63968,-73.95215,Entire home/apt,3,105,2.67,1,195,125
6227027,6089159,Manhattan,Upper West Side,40.78302,-73.98057,Entire home/apt,14,3,0.13,1,205,100
33471805,252191305,Queens,Cambria Heights,40.6909,-73.73193,Private room,1,34,11.21,1,61,50
25823670,107434423,Manhattan,Upper East Side,40.77669,-73.95673000000001,Entire home/apt,30,1,0.23,232,201,211
4976919,373019,Brooklyn,Williamsburg,40.71189,-73.94632,Private room,30,3,0.06,1,319,62
17097495,3236595,Manhattan,Harlem,40.80926,-73.94979000000001,Private room,3,48,1.64,4,9,75
31085554,185265758,Manhattan,Harlem,40.82269,-73.94969,Entire home/apt,2,24,4.26,2,263,247
29163083,217792112,Manhattan,Chelsea,40.74889,-74.00131999999999,Entire home/apt,3,40,4.53,1,95,320
18544441,27266433,Manhattan,Hell's Kitchen,40.75607,-73.99707,Private room,2,4,0.15,1,0,94
33741545,58024325,Queens,Astoria,40.76001,-73.92313,Private room,1,1,0.47,1,125,700
18610539,34361146,Brooklyn,Cobble Hill,40.68582,-73.99801,Entire home/apt,31,10,0.39,1,0,156
30043083,225790094,Brooklyn,East Flatbush,40.65129,-73.92696,Private room,1,10,1.32,3,83,35
33373366,251418685,Manhattan,Midtown,40.7531,-73.96986,Entire home/apt,4,2,0.75,1,63,130
12972533,71382423,Manhattan,Lower East Side,40.71772,-73.98881999999999,Entire home/apt,3,104,2.79,1,205,329
13173176,9864136,Manhattan,Harlem,40.82015,-73.94593,Private room,30,1,0.03,26,188,62
18828846,131115416,Staten Island,Emerson Hill,40.60642,-74.11756,Entire home/apt,1,43,1.67,1,64,49
9699559,3655401,Manhattan,Kips Bay,40.74106,-73.97818000000001,Entire home/apt,3,2,0.05,1,0,150
31270742,234006406,Manhattan,Hell's Kitchen,40.75975,-73.99533000000001,Private room,1,7,1.29,1,88,150
21650258,48492315,Brooklyn,Bedford-Stuyvesant,40.68364,-73.95821,Entire home/apt,3,3,0.15,1,0,85
19136267,5348587,Manhattan,Lower East Side,40.71734,-73.99070999999999,Private room,3,1,0.04,1,0,75
18667956,71224013,Brooklyn,Bushwick,40.69445,-73.91161,Private room,1,22,0.85,1,331,70
13649833,4110677,Manhattan,Harlem,40.8085,-73.94113,Private room,14,4,0.11,2,184,75
4053987,1960128,Queens,Ozone Park,40.6844,-73.8472,Private room,1,2,0.04,2,364,58
29661866,20087466,Manhattan,East Village,40.724340000000005,-73.98018,Entire home/apt,3,15,1.89,1,0,110
33955057,4189194,Manhattan,West Village,40.73286,-74.00463,Entire home/apt,3,3,1.88,1,2,160
26925980,38593087,Brooklyn,Williamsburg,40.70685,-73.96663000000001,Private room,1,25,2.17,2,64,82
34973988,12642973,Manhattan,Lower East Side,40.720490000000005,-73.98816,Entire home/apt,2,2,1.36,1,67,120
27628480,208136645,Brooklyn,Prospect-Lefferts Gardens,40.65591,-73.94351999999999,Private room,2,9,0.83,4,132,49
27930328,20071733,Manhattan,East Harlem,40.79329,-73.94725,Private room,5,5,0.47,1,0,73
27802387,12750945,Manhattan,Chelsea,40.74186,-73.99769,Shared room,2,22,2.19,4,365,85
29333400,331328,Manhattan,East Harlem,40.807590000000005,-73.94103,Entire home/apt,5,13,2.48,3,8,99
32241096,219517861,Manhattan,Financial District,40.70656,-74.01094,Entire home/apt,2,8,2.12,327,343,228
8013947,29338009,Manhattan,Midtown,40.74921,-73.98445,Entire home/apt,7,17,0.36,1,0,185
12871310,29959914,Brooklyn,Bushwick,40.68616,-73.91543,Private room,1,3,0.08,1,0,52
15338,32169,Brooklyn,Greenpoint,40.72401,-73.93788,Private room,4,138,1.19,3,320,49
18470545,38120363,Brooklyn,Crown Heights,40.67238,-73.91488000000001,Private room,2,39,1.53,2,84,49
18745314,37078449,Manhattan,Harlem,40.80722,-73.95614,Entire home/apt,1,2,0.08,1,0,130
27237510,205031545,Manhattan,Midtown,40.75299,-73.96659,Entire home/apt,3,8,1.21,49,204,699
7662874,40223271,Manhattan,Harlem,40.82883,-73.94468,Entire home/apt,15,22,0.49,1,0,79
24378513,714531,Brooklyn,Prospect-Lefferts Gardens,40.65618,-73.95664000000001,Private room,4,26,1.81,1,73,55
4475128,16066343,Manhattan,East Harlem,40.788340000000005,-73.9472,Private room,2,219,3.88,2,35,65
32044146,138150256,Brooklyn,Greenpoint,40.73324,-73.95304,Entire home/apt,7,1,0.68,2,23,110
9579542,49287218,Manhattan,Hell's Kitchen,40.76661,-73.98439,Entire home/apt,2,27,0.63,1,8,179
33853876,62289627,Manhattan,Hell's Kitchen,40.75939,-73.99501,Private room,1,1,0.39,1,23,100
4902143,557918,Queens,Sunnyside,40.74628,-73.9196,Entire home/apt,6,15,0.46,1,1,119
23544438,175900532,Manhattan,Nolita,40.724340000000005,-73.99531999999999,Entire home/apt,3,21,1.46,1,124,200
6660330,1586060,Manhattan,West Village,40.73608,-74.00039,Entire home/apt,1,7,0.14,1,0,300
